matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,router_arm,router_switches,router_tax_ms
rajat03,7602,32653,8,0.0,21,False,400,256,0.006119,0.018998,0.007225,0.006876,0.89,0.89,,0.006119,delta_baseline,0.847,1.0,0.847,1.0,3.105,1.5389215543573844e-16,jump,delta_baseline,0,0.0
rajat03,7602,32653,8,0.002,17,False,400,256,0.073122,0.090674,0.111475,0.097573,0.749,0.749,,0.073122,delta_baseline,0.656,1.0,0.656,1.0,1.24,1.5389215321852664e-16,jump,hst,1,3.963
rajat03,7602,32653,8,0.002,18,False,400,256,0.07175,0.090115,0.109637,0.097545,0.736,0.736,,0.07175,delta_baseline,0.654,1.0,0.654,1.0,1.256,1.5443765292083486e-16,jump,hst,1,3.772
rajat03,7602,32653,8,0.002,19,False,400,256,0.071921,0.090527,0.109558,0.097498,0.738,0.738,,0.071921,delta_baseline,0.656,1.0,0.656,1.0,1.259,1.5991248545154193e-16,jump,hst,1,3.823
rajat03,7602,32653,8,0.002,20,False,400,256,0.068968,0.089666,0.110574,0.098762,0.698,0.698,,0.068968,delta_baseline,0.624,1.0,0.624,1.0,1.3,1.538921533552159e-16,jump,hst,1,3.726
rajat03,7602,32653,8,0.002,21,False,400,256,0.072809,0.089358,0.11035,0.097976,0.743,0.743,,0.072809,delta_baseline,0.66,1.0,0.66,1.0,1.227,1.5389215543573844e-16,jump,hst,1,3.855
rajat03,7602,32653,8,0.01,17,False,400,256,0.075312,0.106246,0.13063,0.11732,0.642,0.642,,0.075312,delta_baseline,0.577,1.0,0.577,1.0,1.411,1.5389215321852664e-16,jump,hst,1,4.423
rajat03,7602,32653,8,0.01,18,False,400,256,0.070915,0.105465,0.129689,0.116865,0.607,0.607,,0.070915,delta_baseline,0.547,1.0,0.547,1.0,1.487,1.5443765292083486e-16,jump,hst,1,4.247
rajat03,7602,32653,8,0.01,19,False,400,256,0.070425,0.106214,0.125565,0.113766,0.619,0.619,,0.070425,delta_baseline,0.561,1.0,0.561,1.0,1.508,1.5991248545154193e-16,jump,hst,1,4.093
rajat03,7602,32653,8,0.01,20,False,400,256,0.078178,0.105868,0.128589,0.116921,0.669,0.669,,0.078178,delta_baseline,0.608,1.0,0.608,1.0,1.354,1.538921533552159e-16,jump,hst,1,4.206
rajat03,7602,32653,8,0.01,21,False,400,256,0.070898,0.102192,0.127342,0.115502,0.614,0.614,,0.070898,delta_baseline,0.557,1.0,0.557,1.0,1.441,1.5389215543573844e-16,jump,hst,1,4.19
rajat03,7602,32653,8,0.05,17,False,400,256,0.075516,0.115183,0.135584,0.120765,0.625,0.625,,0.075516,delta_baseline,0.557,1.0,0.557,1.0,1.525,1.5389215321852664e-16,jump,hst,1,4.976
rajat03,7602,32653,8,0.05,18,False,400,256,0.075326,0.115225,0.137862,0.123654,0.609,0.609,,0.075326,delta_baseline,0.546,1.0,0.546,1.0,1.53,1.5443765292083486e-16,jump,hst,1,4.719
rajat03,7602,32653,8,0.05,19,False,400,256,0.074803,0.117669,0.095169,0.078434,0.954,0.954,,0.074803,delta_baseline,0.786,1.0,0.786,1.0,1.573,1.5991248545154193e-16,jump,delta_baseline,0,4.946
rajat03,7602,32653,8,0.05,20,False,400,256,0.0786,0.118003,0.140847,0.126867,0.62,0.62,,0.0786,delta_baseline,0.558,1.0,0.558,1.0,1.501,1.538921533552159e-16,jump,hst,1,4.984
rajat03,7602,32653,8,0.05,21,False,400,256,0.078834,0.117183,0.101156,0.085318,0.924,0.924,,0.078834,delta_baseline,0.779,1.0,0.779,1.0,1.486,1.5389215543573844e-16,jump,delta_baseline,0,4.847
rajat03,7602,32653,8,0.25,17,False,400,256,0.074843,0.126958,0.09794,0.080495,0.93,0.93,,0.074843,delta_baseline,0.764,1.0,0.764,1.0,1.696,1.5389215321852664e-16,jump,delta_baseline,0,5.384
rajat03,7602,32653,8,0.25,18,False,400,256,0.076496,0.125426,0.099641,0.081728,0.936,0.936,,0.076496,delta_baseline,0.768,1.0,0.768,1.0,1.64,1.5443765292083486e-16,jump,delta_baseline,0,5.545
rajat03,7602,32653,8,0.25,19,False,400,256,0.076469,0.127072,0.0996,0.081596,0.937,0.937,,0.076469,delta_baseline,0.768,1.0,0.768,1.0,1.662,1.5991248545154193e-16,jump,delta_baseline,0,5.373
rajat03,7602,32653,8,0.25,20,False,400,256,0.0767,0.12547,0.100004,0.08195,0.936,0.936,,0.0767,delta_baseline,0.767,1.0,0.767,1.0,1.636,1.538921533552159e-16,jump,delta_baseline,0,5.435
rajat03,7602,32653,8,0.25,21,False,400,256,0.075371,0.125412,0.099524,0.081828,0.921,0.921,,0.075371,delta_baseline,0.757,1.0,0.757,1.0,1.664,1.5389215543573844e-16,jump,delta_baseline,0,5.495
bcsstk18,11948,149090,8,0.0,17,False,400,256,0.0101,0.028856,0.011398,0.010692,0.945,0.945,,0.0101,delta_baseline,0.886,1.0,0.886,1.0,2.857,8.625236741385534e-17,jump,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,18,False,400,256,0.009743,0.02843,0.011129,0.010384,0.938,0.938,,0.009743,delta_baseline,0.875,1.0,0.875,1.0,2.918,1.7955529896133775e-16,jump,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,19,False,400,256,0.008734,0.026499,0.010336,0.009693,0.901,0.901,,0.008734,delta_baseline,0.845,1.0,0.845,1.0,3.034,1.3804959837172369e-16,jump,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,20,False,400,256,0.008968,0.026356,0.010223,0.009578,0.936,0.936,,0.008968,delta_baseline,0.877,1.0,0.877,1.0,2.939,2.057824038214574e-16,jump,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,21,False,400,256,0.009174,0.026153,0.010804,0.010145,0.904,0.904,,0.009174,delta_baseline,0.849,1.0,0.849,1.0,2.851,3.703333649681202e-16,jump,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.002,17,False,400,256,0.210839,0.157512,0.190213,0.166363,1.267,0.947,127,0.157512,hst,1.108,1.339,0.828,1.339,1.0,8.625236741385534e-17,jump,hst,1,5.666
bcsstk18,11948,149090,8,0.002,18,False,400,256,0.213744,0.158277,0.192883,0.168769,1.266,0.938,129,0.158277,hst,1.108,1.35,0.821,1.35,1.0,1.7955529896133775e-16,jump,hst,1,5.796
bcsstk18,11948,149090,8,0.002,19,False,400,256,0.194325,0.15767,0.189809,0.169537,1.146,0.93,224,0.15767,hst,1.024,1.232,0.831,1.232,1.0,1.3804959837172369e-16,jump,hst,1,5.557
bcsstk18,11948,149090,8,0.002,20,False,400,256,0.186967,0.155391,0.188648,0.167218,1.118,0.929,293,0.155391,hst,0.991,1.203,0.824,1.203,1.0,2.057824038214574e-16,jump,hst,1,5.785
bcsstk18,11948,149090,8,0.002,21,False,400,256,0.211776,0.15597,0.190756,0.167509,1.264,0.931,131,0.15597,hst,1.11,1.358,0.818,1.358,1.0,3.703333649681202e-16,jump,hst,1,5.787
bcsstk18,11948,149090,8,0.01,17,False,400,256,0.198072,0.188089,0.224578,0.202138,0.98,0.93,,0.188089,hst,0.882,1.053,0.838,1.053,1.0,8.625236741385534e-17,jump,hst,1,6.38
bcsstk18,11948,149090,8,0.01,18,False,400,256,0.192592,0.187549,0.222946,0.200258,0.962,0.937,,0.187549,hst,0.864,1.027,0.841,1.027,1.0,1.7955529896133775e-16,jump,hst,1,6.37
bcsstk18,11948,149090,8,0.01,19,False,400,256,0.188973,0.19021,0.223291,0.204082,0.926,0.926,,0.188973,delta_baseline,0.846,1.0,0.846,1.0,1.007,1.3804959837172369e-16,jump,hst,1,6.342
bcsstk18,11948,149090,8,0.01,20,False,400,256,0.186097,0.192271,0.221425,0.201442,0.924,0.924,,0.186097,delta_baseline,0.84,1.0,0.84,1.0,1.033,2.057824038214574e-16,jump,hst,1,6.343
bcsstk18,11948,149090,8,0.01,21,False,400,256,0.189153,0.182745,0.21832,0.19732,0.959,0.926,,0.182745,hst,0.866,1.035,0.837,1.035,1.0,3.703333649681202e-16,jump,hst,1,6.171
bcsstk18,11948,149090,8,0.05,17,False,400,256,0.185689,0.206499,0.241893,0.217083,0.855,0.855,,0.185689,delta_baseline,0.768,1.0,0.768,1.0,1.112,8.625236741385534e-17,jump,hst,1,8.071
bcsstk18,11948,149090,8,0.05,18,False,400,256,0.186186,0.204357,0.239615,0.216554,0.86,0.86,,0.186186,delta_baseline,0.777,1.0,0.777,1.0,1.098,1.7955529896133775e-16,jump,hst,1,7.879
bcsstk18,11948,149090,8,0.05,19,False,400,256,0.179867,0.203537,0.238247,0.216648,0.83,0.83,,0.179867,delta_baseline,0.755,1.0,0.755,1.0,1.132,1.3804959837172369e-16,jump,hst,1,7.853
bcsstk18,11948,149090,8,0.05,20,False,400,256,0.181626,0.202976,0.235799,0.21315,0.852,0.852,,0.181626,delta_baseline,0.77,1.0,0.77,1.0,1.118,2.057824038214574e-16,jump,hst,1,8.009
bcsstk18,11948,149090,8,0.05,21,False,400,256,0.185548,0.20623,0.236668,0.214152,0.866,0.866,,0.185548,delta_baseline,0.784,1.0,0.784,1.0,1.111,3.703333649681202e-16,jump,hst,1,7.875
bcsstk18,11948,149090,8,0.25,17,False,400,256,0.184341,0.215224,0.218469,0.191893,0.961,0.961,,0.184341,delta_baseline,0.844,1.0,0.844,1.0,1.168,8.625236741385534e-17,jump,delta_baseline,0,9.067
bcsstk18,11948,149090,8,0.25,18,False,400,256,0.186416,0.215347,0.221187,0.194054,0.961,0.961,,0.186416,delta_baseline,0.843,1.0,0.843,1.0,1.155,1.7955529896133775e-16,jump,delta_baseline,0,9.191
bcsstk18,11948,149090,8,0.25,19,False,400,256,0.184797,0.216288,0.217926,0.191009,0.967,0.967,,0.184797,delta_baseline,0.848,1.0,0.848,1.0,1.17,1.3804959837172369e-16,jump,delta_baseline,0,9.198
bcsstk18,11948,149090,8,0.25,20,False,400,256,0.182599,0.21588,0.216455,0.189563,0.963,0.963,,0.182599,delta_baseline,0.844,1.0,0.844,1.0,1.182,2.057824038214574e-16,jump,delta_baseline,0,9.156
bcsstk18,11948,149090,8,0.25,21,False,400,256,0.183341,0.216692,0.216602,0.190123,0.964,0.964,,0.183341,delta_baseline,0.846,1.0,0.846,1.0,1.182,3.703333649681202e-16,jump,delta_baseline,0,9.073
bcsstk25,15439,252241,8,0.0,17,False,400,256,0.011362,0.030522,0.012804,0.011998,0.947,0.947,,0.011362,delta_baseline,0.887,1.0,0.887,1.0,2.686,1.4310126622262146e-16,jump,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,18,False,400,256,0.01102,0.028055,0.012869,0.012048,0.915,0.915,,0.01102,delta_baseline,0.856,1.0,0.856,1.0,2.546,2.218697631478781e-16,jump,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,19,False,400,256,0.01047,0.03548,0.011987,0.011265,0.929,0.929,,0.01047,delta_baseline,0.873,1.0,0.873,1.0,3.389,9.427442670147338e-17,jump,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,20,False,400,256,0.011225,0.026888,0.012851,0.01209,0.928,0.928,,0.011225,delta_baseline,0.874,1.0,0.874,1.0,2.395,1.4798782495741104e-16,jump,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,21,False,400,256,0.010099,0.032072,0.011715,0.011047,0.914,0.914,,0.010099,delta_baseline,0.862,1.0,0.862,1.0,3.176,1.5323971434071406e-16,jump,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.002,17,False,400,256,0.240579,0.167933,0.206239,0.179904,1.337,0.933,101,0.167933,hst,1.167,1.433,0.814,1.433,1.0,1.4310126622262146e-16,jump,hst,1,6.156
bcsstk25,15439,252241,8,0.002,18,False,400,256,0.240623,0.168278,0.204702,0.179057,1.344,0.94,98,0.168278,hst,1.175,1.43,0.822,1.43,1.0,2.218697631478781e-16,jump,hst,1,6.064
bcsstk25,15439,252241,8,0.002,19,False,400,256,0.226873,0.177224,0.213703,0.18944,1.198,0.936,176,0.177224,hst,1.062,1.28,0.829,1.28,1.0,9.427442670147338e-17,jump,hst,1,6.579
bcsstk25,15439,252241,8,0.002,20,False,400,256,0.244242,0.167454,0.207705,0.180776,1.351,0.926,98,0.167454,hst,1.176,1.459,0.806,1.459,1.0,1.4798782495741104e-16,jump,hst,1,6.194
bcsstk25,15439,252241,8,0.002,21,False,400,256,0.226966,0.17101,0.207711,0.183316,1.238,0.933,149,0.17101,hst,1.093,1.327,0.823,1.327,1.0,1.5323971434071406e-16,jump,hst,1,6.512
bcsstk25,15439,252241,8,0.01,17,False,400,256,0.227996,0.206313,0.242498,0.217964,1.046,0.947,688,0.206313,hst,0.94,1.105,0.851,1.105,1.0,1.4310126622262146e-16,jump,hst,1,6.9
bcsstk25,15439,252241,8,0.01,18,False,400,256,0.226063,0.205902,0.249359,0.224445,1.007,0.917,4361,0.205902,hst,0.907,1.098,0.826,1.098,1.0,2.218697631478781e-16,jump,hst,1,7.055
bcsstk25,15439,252241,8,0.01,19,False,400,256,0.219739,0.206438,0.248325,0.225331,0.975,0.916,,0.206438,hst,0.885,1.064,0.831,1.064,1.0,9.427442670147338e-17,jump,hst,1,7.303
bcsstk25,15439,252241,8,0.01,20,False,400,256,0.231506,0.203784,0.247567,0.223045,1.038,0.914,814,0.203784,hst,0.935,1.136,0.823,1.136,1.0,1.4798782495741104e-16,jump,hst,1,6.884
bcsstk25,15439,252241,8,0.01,21,False,400,256,0.223687,0.206506,0.246936,0.224728,0.995,0.919,,0.206506,hst,0.906,1.083,0.836,1.083,1.0,1.5323971434071406e-16,jump,hst,1,7.191
bcsstk25,15439,252241,8,0.05,17,False,400,256,0.216814,0.22772,0.267693,0.241289,0.899,0.899,,0.216814,delta_baseline,0.81,1.0,0.81,1.0,1.05,1.4310126622262146e-16,jump,hst,1,8.999
bcsstk25,15439,252241,8,0.05,18,False,400,256,0.217998,0.225979,0.268851,0.242489,0.899,0.899,,0.217998,delta_baseline,0.811,1.0,0.811,1.0,1.037,2.218697631478781e-16,jump,hst,1,8.984
bcsstk25,15439,252241,8,0.05,19,False,400,256,0.21483,0.239241,0.265892,0.239554,0.897,0.897,,0.21483,delta_baseline,0.808,1.0,0.808,1.0,1.114,9.427442670147338e-17,jump,hst,1,9.28
bcsstk25,15439,252241,8,0.05,20,False,400,256,0.218245,0.227771,0.267655,0.241154,0.905,0.905,,0.218245,delta_baseline,0.815,1.0,0.815,1.0,1.044,1.4798782495741104e-16,jump,hst,1,8.917
bcsstk25,15439,252241,8,0.05,21,False,400,256,0.21518,0.226267,0.265479,0.241131,0.892,0.892,,0.21518,delta_baseline,0.811,1.0,0.811,1.0,1.052,1.5323971434071406e-16,jump,hst,1,8.995
bcsstk25,15439,252241,8,0.25,17,False,400,256,0.215689,0.244495,0.252823,0.222402,0.97,0.97,,0.215689,delta_baseline,0.853,1.0,0.853,1.0,1.134,1.4310126622262146e-16,jump,delta_baseline,0,10.541
bcsstk25,15439,252241,8,0.25,18,False,400,256,0.21439,0.246548,0.252762,0.222091,0.965,0.965,,0.21439,delta_baseline,0.848,1.0,0.848,1.0,1.15,2.218697631478781e-16,jump,delta_baseline,0,10.604
bcsstk25,15439,252241,8,0.25,19,False,400,256,0.215831,0.245042,0.252723,0.222284,0.971,0.971,,0.215831,delta_baseline,0.854,1.0,0.854,1.0,1.135,9.427442670147338e-17,jump,delta_baseline,0,10.725
bcsstk25,15439,252241,8,0.25,20,False,400,256,0.217259,0.246946,0.255267,0.22445,0.968,0.968,,0.217259,delta_baseline,0.851,1.0,0.851,1.0,1.137,1.4798782495741104e-16,jump,delta_baseline,0,10.756
bcsstk25,15439,252241,8,0.25,21,False,400,256,0.21514,0.246415,0.253466,0.223316,0.963,0.963,,0.21514,delta_baseline,0.849,1.0,0.849,1.0,1.145,1.5323971434071406e-16,jump,delta_baseline,0,10.641
msc10848,10848,1229776,8,0.0,17,False,400,256,0.048068,0.086296,0.049634,0.045919,1.047,1.047,0,0.048068,delta_baseline,0.968,1.0,0.968,1.0,1.795,3.632031213502581e-16,jump,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,18,False,400,256,0.053138,0.077534,0.05449,0.050244,1.058,1.058,0,0.053138,delta_baseline,0.975,1.0,0.975,1.0,1.459,6.160502327889403e-16,jump,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,19,False,400,256,0.051509,0.083995,0.053256,0.049205,1.047,1.047,0,0.051509,delta_baseline,0.967,1.0,0.967,1.0,1.631,4.460432847857754e-16,jump,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,20,False,400,256,0.051804,0.08723,0.053246,0.049254,1.052,1.052,0,0.051804,delta_baseline,0.973,1.0,0.973,1.0,1.684,3.2856469467467963e-16,jump,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,21,False,400,256,0.048859,0.089253,0.049962,0.046092,1.06,1.06,0,0.048859,delta_baseline,0.978,1.0,0.978,1.0,1.827,5.305500907434564e-16,jump,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.002,17,False,400,256,1.564562,0.334934,0.360539,0.345711,4.526,0.969,1,0.334934,hst,4.34,4.671,0.929,4.671,1.0,3.632031213502581e-16,jump,hst,1,1.528
msc10848,10848,1229776,8,0.002,18,False,400,256,1.646174,0.329563,0.357195,0.339274,4.852,0.971,1,0.329563,hst,4.609,4.995,0.923,4.995,1.0,6.160502327889403e-16,jump,hst,1,1.51
msc10848,10848,1229776,8,0.002,19,False,400,256,1.620297,0.331944,0.360485,0.343233,4.721,0.967,1,0.331944,hst,4.495,4.881,0.921,4.881,1.0,4.460432847857754e-16,jump,hst,1,1.543
msc10848,10848,1229776,8,0.002,20,False,400,256,1.654613,0.335894,0.369828,0.35236,4.696,0.953,1,0.335894,hst,4.474,4.926,0.908,4.926,1.0,3.2856469467467963e-16,jump,hst,1,1.581
msc10848,10848,1229776,8,0.002,21,False,400,256,1.552718,0.325399,0.356823,0.340134,4.565,0.957,1,0.325399,hst,4.352,4.772,0.912,4.772,1.0,5.305500907434564e-16,jump,hst,1,1.545
msc10848,10848,1229776,8,0.01,17,False,400,256,1.596035,0.411815,0.44147,0.428303,3.726,0.962,1,0.411815,hst,3.615,3.876,0.933,3.876,1.0,3.632031213502581e-16,jump,hst,1,1.594
msc10848,10848,1229776,8,0.01,18,False,400,256,1.596673,0.402842,0.447245,0.432152,3.695,0.932,1,0.402842,hst,3.57,3.964,0.901,3.964,1.0,6.160502327889403e-16,jump,hst,1,1.618
msc10848,10848,1229776,8,0.01,19,False,400,256,1.595719,0.393858,0.430614,0.416304,3.833,0.946,1,0.393858,hst,3.706,4.052,0.915,4.052,1.0,4.460432847857754e-16,jump,hst,1,1.592
msc10848,10848,1229776,8,0.01,20,False,400,256,1.570496,0.401805,0.439049,0.423909,3.705,0.948,1,0.401805,hst,3.577,3.909,0.915,3.909,1.0,3.2856469467467963e-16,jump,hst,1,1.572
msc10848,10848,1229776,8,0.01,21,False,400,256,1.557504,0.405001,0.440608,0.42814,3.638,0.946,1,0.405001,hst,3.535,3.846,0.919,3.846,1.0,5.305500907434564e-16,jump,hst,1,1.58
msc10848,10848,1229776,8,0.05,17,False,400,256,1.566069,0.446008,0.480122,0.460263,3.403,0.969,2,0.446008,hst,3.262,3.511,0.929,3.511,1.0,3.632031213502581e-16,jump,hst,1,2.004
msc10848,10848,1229776,8,0.05,18,False,400,256,1.56447,0.447584,0.48215,0.461028,3.393,0.971,2,0.447584,hst,3.245,3.495,0.928,3.495,1.0,6.160502327889403e-16,jump,hst,1,1.918
msc10848,10848,1229776,8,0.05,19,False,400,256,1.563382,0.443534,0.479584,0.458974,3.406,0.966,2,0.443534,hst,3.26,3.525,0.925,3.525,1.0,4.460432847857754e-16,jump,hst,1,1.915
msc10848,10848,1229776,8,0.05,20,False,400,256,1.550701,0.442924,0.480639,0.457935,3.386,0.967,2,0.442924,hst,3.226,3.501,0.922,3.501,1.0,3.2856469467467963e-16,jump,hst,1,1.939
msc10848,10848,1229776,8,0.05,21,False,400,256,1.555449,0.444692,0.479167,0.458058,3.396,0.971,2,0.444692,hst,3.246,3.498,0.928,3.498,1.0,5.305500907434564e-16,jump,hst,1,2.072
msc10848,10848,1229776,8,0.25,17,False,400,256,1.556789,0.473406,0.634195,0.496086,3.138,0.954,18,0.473406,hst,2.455,3.288,0.746,3.288,1.0,3.632031213502581e-16,jump,hst,1,19.599
msc10848,10848,1229776,8,0.25,18,False,400,256,1.550562,0.4733,0.637304,0.495771,3.128,0.955,19,0.4733,hst,2.433,3.276,0.743,3.276,1.0,6.160502327889403e-16,jump,hst,1,20.136
msc10848,10848,1229776,8,0.25,19,False,400,256,1.55547,0.4745,0.63506,0.496358,3.134,0.956,19,0.4745,hst,2.449,3.278,0.747,3.278,1.0,4.460432847857754e-16,jump,hst,1,19.998
msc10848,10848,1229776,8,0.25,20,False,400,256,1.562967,0.474313,0.634838,0.496845,3.146,0.955,18,0.474313,hst,2.462,3.295,0.747,3.295,1.0,3.2856469467467963e-16,jump,hst,1,19.672
msc10848,10848,1229776,8,0.25,21,False,400,256,1.564234,0.476957,0.641002,0.501851,3.117,0.95,19,0.476957,hst,2.44,3.28,0.744,3.28,1.0,5.305500907434564e-16,jump,hst,1,19.848
nasa2910,2910,174296,8,0.0,17,False,400,256,0.027549,0.042263,0.02873,0.02661,1.035,1.035,0,0.027549,delta_baseline,0.959,1.0,0.959,1.0,1.534,2.8038709295888876e-16,jump,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,18,False,400,256,0.025334,0.035433,0.026701,0.024686,1.026,1.026,0,0.025334,delta_baseline,0.949,1.0,0.949,1.0,1.399,3.799423773445064e-16,jump,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,19,False,400,256,0.027967,0.03879,0.029546,0.027341,1.023,1.023,0,0.027967,delta_baseline,0.947,1.0,0.947,1.0,1.387,3.9854920332226225e-16,jump,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,20,False,400,256,0.025583,0.035068,0.026791,0.024731,1.034,1.034,0,0.025583,delta_baseline,0.955,1.0,0.955,1.0,1.371,3.799423773445064e-16,jump,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,21,False,400,256,0.025127,0.037109,0.026437,0.024479,1.026,1.026,0,0.025127,delta_baseline,0.95,1.0,0.95,1.0,1.477,3.170894107257953e-16,jump,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.002,17,False,400,256,0.817626,0.162557,0.1828,0.172169,4.749,0.944,1,0.162557,hst,4.473,5.03,0.889,5.03,1.0,2.8038709295888876e-16,jump,hst,1,0.858
nasa2910,2910,174296,8,0.002,18,False,400,256,0.800863,0.158571,0.172885,0.164494,4.869,0.964,1,0.158571,hst,4.632,5.05,0.917,5.05,1.0,3.799423773445064e-16,jump,hst,1,0.73
nasa2910,2910,174296,8,0.002,19,False,400,256,0.829809,0.154692,0.174659,0.163374,5.079,0.947,1,0.154692,hst,4.751,5.364,0.886,5.364,1.0,3.9854920332226225e-16,jump,hst,1,0.839
nasa2910,2910,174296,8,0.002,20,False,400,256,0.792393,0.153157,0.174412,0.165975,4.774,0.923,1,0.153157,hst,4.543,5.174,0.878,5.174,1.0,3.799423773445064e-16,jump,hst,1,0.776
nasa2910,2910,174296,8,0.002,21,False,400,256,0.784474,0.15323,0.174675,0.165737,4.733,0.925,1,0.15323,hst,4.491,5.12,0.877,5.12,1.0,3.170894107257953e-16,jump,hst,1,0.792
nasa2910,2910,174296,8,0.01,17,False,400,256,0.797085,0.201027,0.222987,0.213817,3.728,0.94,2,0.201027,hst,3.575,3.965,0.902,3.965,1.0,2.8038709295888876e-16,jump,hst,1,0.894
nasa2910,2910,174296,8,0.01,18,False,400,256,0.792581,0.192839,0.21402,0.206357,3.841,0.934,1,0.192839,hst,3.703,4.11,0.901,4.11,1.0,3.799423773445064e-16,jump,hst,1,0.818
nasa2910,2910,174296,8,0.01,19,False,400,256,0.814432,0.198374,0.221494,0.211629,3.848,0.937,2,0.198374,hst,3.677,4.106,0.896,4.106,1.0,3.9854920332226225e-16,jump,hst,1,0.935
nasa2910,2910,174296,8,0.01,20,False,400,256,0.812313,0.200793,0.220555,0.213024,3.813,0.943,1,0.200793,hst,3.683,4.046,0.91,4.046,1.0,3.799423773445064e-16,jump,hst,1,0.814
nasa2910,2910,174296,8,0.01,21,False,400,256,0.785368,0.197595,0.219519,0.211858,3.707,0.933,2,0.197595,hst,3.578,3.975,0.9,3.975,1.0,3.170894107257953e-16,jump,hst,1,0.861
nasa2910,2910,174296,8,0.05,17,False,400,256,0.788716,0.215652,0.236712,0.223634,3.527,0.964,2,0.215652,hst,3.332,3.657,0.911,3.657,1.0,2.8038709295888876e-16,jump,hst,1,1.028
nasa2910,2910,174296,8,0.05,18,False,400,256,0.786355,0.211639,0.234915,0.224358,3.505,0.943,2,0.211639,hst,3.347,3.716,0.901,3.716,1.0,3.799423773445064e-16,jump,hst,1,1.021
nasa2910,2910,174296,8,0.05,19,False,400,256,0.789555,0.213767,0.238285,0.225051,3.508,0.95,2,0.213767,hst,3.313,3.694,0.897,3.694,1.0,3.9854920332226225e-16,jump,hst,1,1.13
nasa2910,2910,174296,8,0.05,20,False,400,256,0.782651,0.214805,0.238645,0.226668,3.453,0.948,2,0.214805,hst,3.28,3.644,0.9,3.644,1.0,3.799423773445064e-16,jump,hst,1,1.053
nasa2910,2910,174296,8,0.05,21,False,400,256,0.785135,0.214752,0.235797,0.223601,3.511,0.96,2,0.214752,hst,3.33,3.656,0.911,3.656,1.0,3.170894107257953e-16,jump,hst,1,1.102
nasa2910,2910,174296,8,0.25,17,False,400,256,0.789886,0.221815,0.313248,0.238532,3.311,0.93,18,0.221815,hst,2.522,3.561,0.708,3.561,1.0,2.8038709295888876e-16,jump,hst,1,9.902
nasa2910,2910,174296,8,0.25,18,False,400,256,0.785341,0.225104,0.312782,0.240463,3.266,0.936,18,0.225104,hst,2.511,3.489,0.72,3.489,1.0,3.799423773445064e-16,jump,hst,1,9.826
nasa2910,2910,174296,8,0.25,19,False,400,256,0.791547,0.222792,0.312125,0.237215,3.337,0.939,18,0.222792,hst,2.536,3.553,0.714,3.553,1.0,3.9854920332226225e-16,jump,hst,1,10.022
nasa2910,2910,174296,8,0.25,20,False,400,256,0.787339,0.222283,0.314004,0.238964,3.295,0.93,19,0.222283,hst,2.507,3.542,0.708,3.542,1.0,3.799423773445064e-16,jump,hst,1,10.183
nasa2910,2910,174296,8,0.25,21,False,400,256,0.786366,0.22137,0.311376,0.238732,3.294,0.927,18,0.22137,hst,2.525,3.552,0.711,3.552,1.0,3.170894107257953e-16,jump,hst,1,9.833
s3rmt3m3,5357,207123,8,0.0,17,False,400,256,0.017768,0.029663,0.018765,0.017466,1.017,1.017,0,0.017768,delta_baseline,0.947,1.0,0.947,1.0,1.669,4.0558810500666957e-16,jump,delta_baseline,0,0.0
s3rmt3m3,5357,207123,8,0.0,18,False,400,256,0.016076,0.027164,0.017494,0.016271,0.988,0.988,,0.016076,delta_baseline,0.919,1.0,0.919,1.0,1.69,4.602754019127631e-16,jump,delta_baseline,0,0.0
s3rmt3m3,5357,207123,8,0.0,19,False,400,256,0.01754,0.027535,0.018712,0.017416,1.007,1.007,0,0.01754,delta_baseline,0.937,1.0,0.937,1.0,1.57,3.6103403035014226e-16,jump,delta_baseline,0,0.0
