matrix,N,nnz,B,rho,seed,motion,lane_order,steps,dirty_cols,slice_nnz_mean,slice_nnz_first,slice_nnz_last,rows_per_block,rows_merged,merge_ratio,maxrelerr,delta_baseline_rebuilds,block_open_prepares,block_open_compiles,block_open_merged_prepares,delta_baseline_ms,delta_baseline_exec_ms,block_open_ms,block_open_exec_ms,block_open_merged_ms,block_open_merged_exec_ms,block_open_vs_delta_baseline,block_open_merged_vs_delta_baseline,hst_vs_delta_baseline,hst_vs_block_open,block_open_merged_vs_block_open
rajat03,7602,32653,8,0.05,18,drift,rotate,400,256,1151.9,1133,1143,1771,821,2.1571,2.0544973705467445e-16,403,388,33,388,0.097213,0.00681,0.056343,0.031825,0.339617,0.027317,1.7254,0.2862,1.2633,0.7322,0.1659
rajat03,7602,32653,8,0.05,19,drift,rotate,400,256,1144.8,1118,1148,1525,655,2.3282,1.9273564440296403e-16,403,373,20,373,0.096346,0.006691,0.054308,0.030165,0.304008,0.026132,1.7741,0.3169,1.302,0.7339,0.1786
rajat03,7602,32653,8,0.05,20,drift,rotate,400,256,1151.7,1134,1151,1956,911,2.1471,1.9443579427926214e-16,403,400,7,400,0.09762,0.007009,0.059937,0.034918,0.401486,0.030236,1.6287,0.2431,1.1688,0.7176,0.1493
rajat03,7602,32653,8,0.05,21,drift,rotate,400,256,1191.7,1130,1195,1894,850,2.2282,2.9662344502165443e-16,403,397,74,397,0.10191,0.007253,0.059694,0.034172,0.398772,0.030017,1.7072,0.2556,1.2232,0.7165,0.1497
rajat03,7602,32653,8,0.25,17,drift,rotate,400,256,1156.4,1134,1156,2165,1007,2.15,1.8734944685639933e-16,403,403,39,403,0.098097,0.007245,0.064568,0.038262,0.458593,0.033139,1.5193,0.2139,1.0635,0.7,0.1408
rajat03,7602,32653,8,0.25,18,drift,rotate,400,256,1154.0,1133,1156,1771,821,2.1571,1.813107808183993e-16,403,403,49,403,0.097425,0.007185,0.063812,0.037691,0.444029,0.032744,1.5268,0.2194,1.0716,0.7019,0.1437
rajat03,7602,32653,8,0.25,19,drift,rotate,400,256,1171.2,1118,1192,1525,655,2.3282,1.9085203069105045e-16,403,403,29,403,0.099527,0.007279,0.063042,0.0371,0.446485,0.032262,1.5787,0.2229,1.0881,0.6892,0.1412
rajat03,7602,32653,8,0.25,20,drift,rotate,400,256,1155.6,1134,1159,1956,911,2.1471,2.0003590260351762e-16,403,402,4,402,0.097834,0.007161,0.062989,0.037172,0.440871,0.032082,1.5532,0.2219,1.0835,0.6976,0.1429
rajat03,7602,32653,8,0.25,21,drift,rotate,400,256,1198.9,1130,1194,1894,850,2.2282,2.3707570364670915e-16,403,403,13,403,0.102838,0.007469,0.062421,0.0364,0.450559,0.032207,1.6475,0.2282,1.1322,0.6872,0.1385
rajat03,7602,32653,8,0.0,17,jump,rotate,400,256,1134,1134,1134,2165,1007,2.15,1.7826217473354043e-16,1,1,0,1,0.005977,0.002825,0.029145,0.020099,0.024349,0.015735,0.2051,0.2455,0.2391,1.1658,1.197
rajat03,7602,32653,8,0.0,18,jump,rotate,400,256,1133,1133,1133,1771,821,2.1571,3.4331536259911443e-16,1,1,0,1,0.005917,0.002751,0.023909,0.015058,0.019798,0.011513,0.2475,0.2989,0.2761,1.1158,1.2076
rajat03,7602,32653,8,0.0,19,jump,rotate,400,256,1118,1118,1118,1525,655,2.3282,1.8527710357763163e-16,1,1,0,1,0.005799,0.002738,0.022395,0.013648,0.01863,0.010387,0.2589,0.3113,0.2916,1.1262,1.2021
rajat03,7602,32653,8,0.0,20,jump,rotate,400,256,1134,1134,1134,1956,911,2.1471,3.450195571787895e-16,1,1,0,1,0.006006,0.002805,0.026194,0.017204,0.021902,0.013416,0.2293,0.2742,0.2568,1.1198,1.196
rajat03,7602,32653,8,0.0,21,jump,rotate,400,256,1130,1130,1130,1894,850,2.2282,1.6919592710209381e-16,1,1,0,1,0.005888,0.002783,0.02471,0.015698,0.020717,0.012326,0.2383,0.2842,0.2645,1.1099,1.1927
rajat03,7602,32653,8,0.002,17,jump,rotate,400,256,1113.9,1134,1109,2165,1007,2.15,1.812759381413619e-16,403,369,23,369,0.110111,0.006196,0.076135,0.049176,0.666391,0.044,1.4463,0.1652,0.964,0.6665,0.1142
rajat03,7602,32653,8,0.002,18,jump,rotate,400,256,1120.2,1133,1122,1771,821,2.1571,1.785336383898005e-16,403,376,22,376,0.109311,0.006173,0.073167,0.046144,0.621849,0.041614,1.494,0.1758,0.9602,0.6427,0.1177
rajat03,7602,32653,8,0.002,19,jump,rotate,400,256,1099.3,1118,1094,1525,655,2.3282,1.8527710357763163e-16,403,377,12,377,0.096923,0.006184,0.071202,0.044513,0.572297,0.040192,1.3612,0.1694,0.8586,0.6308,0.1244
rajat03,7602,32653,8,0.002,20,jump,rotate,400,256,1103.4,1134,1096,1956,911,2.1471,1.8057793342026967e-16,402,377,8,377,0.095611,0.006079,0.074695,0.047803,0.670204,0.043153,1.28,0.1427,0.833,0.6508,0.1115
rajat03,7602,32653,8,0.002,21,jump,rotate,400,256,1106.9,1130,1093,1894,850,2.2282,1.9539861638615101e-16,403,365,2,365,0.095015,0.005983,0.071989,0.045504,0.608675,0.04214,1.3199,0.1561,0.8671,0.6569,0.1183
rajat03,7602,32653,8,0.01,17,jump,rotate,400,256,1097.7,1134,1105,2165,1007,2.15,1.6081568220054994e-16,403,403,4,403,0.110131,0.005845,0.083783,0.056154,0.899857,0.051132,1.3145,0.1224,0.8197,0.6236,0.0931
rajat03,7602,32653,8,0.01,18,jump,rotate,400,256,1095.9,1133,1110,1771,821,2.1571,2.1167368455464138e-16,403,403,1,403,0.097745,0.005818,0.082676,0.055405,0.891751,0.050278,1.1823,0.1096,0.7303,0.6177,0.0927
rajat03,7602,32653,8,0.01,19,jump,rotate,400,256,1109.5,1118,1118,1525,655,2.3282,1.8527710357763163e-16,403,403,0,403,0.103833,0.00589,0.081445,0.054254,0.874016,0.049625,1.2749,0.1188,0.786,0.6165,0.0932
rajat03,7602,32653,8,0.01,20,jump,rotate,400,256,1113.0,1134,1122,1956,911,2.1471,2.0266882926451144e-16,403,403,2,403,0.102567,0.005977,0.083188,0.055797,0.912768,0.050781,1.233,0.1124,0.7683,0.6232,0.0911
rajat03,7602,32653,8,0.01,21,jump,rotate,400,256,1113,1130,1102,1894,850,2.2282,1.5550143108937747e-16,403,403,1,403,0.097512,0.005899,0.082508,0.055287,0.903493,0.050845,1.1818,0.1079,0.7291,0.6169,0.0913
rajat03,7602,32653,8,0.05,17,jump,rotate,400,256,1096.4,1134,1086,2165,1007,2.15,1.6081568220054994e-16,403,403,0,403,0.100517,0.005875,0.087382,0.060317,0.99464,0.054329,1.1503,0.1011,0.7004,0.6089,0.0879
rajat03,7602,32653,8,0.05,18,jump,rotate,400,256,1097.5,1133,1094,1771,821,2.1571,1.785336383898005e-16,403,403,0,403,0.106831,0.005783,0.086666,0.059708,0.990421,0.054212,1.2327,0.1079,0.746,0.6052,0.0875
rajat03,7602,32653,8,0.05,19,jump,rotate,400,256,1100.4,1118,1130,1525,655,2.3282,1.8527710357763163e-16,403,403,0,403,0.103209,0.005848,0.087016,0.059923,0.991685,0.054291,1.1861,0.1041,0.7208,0.6077,0.0877
rajat03,7602,32653,8,0.05,20,jump,rotate,400,256,1098.2,1134,1104,1956,911,2.1471,1.6347944517818437e-16,403,403,0,403,0.09911,0.005798,0.087232,0.06014,0.997815,0.054449,1.1362,0.0993,0.6901,0.6074,0.0874
rajat03,7602,32653,8,0.05,21,jump,rotate,400,256,1103.4,1130,1100,1894,850,2.2282,1.5550143108937747e-16,403,403,0,403,0.101897,0.005844,0.087007,0.059918,0.990495,0.054158,1.1711,0.1029,0.713,0.6088,0.0878
rajat03,7602,32653,8,0.25,17,jump,rotate,400,256,1095.4,1134,1076,2165,1007,2.15,1.6081568220054994e-16,403,403,0,403,0.099765,0.00572,0.089093,0.062349,1.015421,0.054905,1.1198,0.0982,0.6727,0.6007,0.0877
rajat03,7602,32653,8,0.25,18,jump,rotate,400,256,1100.8,1133,1119,1771,821,2.1571,1.785336383898005e-16,403,403,0,403,0.10041,0.005792,0.089549,0.062607,1.021096,0.055192,1.1213,0.0983,0.678,0.6047,0.0877
rajat03,7602,32653,8,0.25,19,jump,rotate,400,256,1098.4,1118,1114,1525,655,2.3282,1.8527710357763163e-16,403,403,0,403,0.098654,0.005806,0.089312,0.062509,1.0205,0.055217,1.1046,0.0967,0.6667,0.6036,0.0875
rajat03,7602,32653,8,0.25,20,jump,rotate,400,256,1099.1,1134,1096,1956,911,2.1471,1.6347944517818437e-16,403,403,0,403,0.099643,0.005747,0.088917,0.062188,1.013736,0.054961,1.1206,0.0983,0.673,0.6005,0.0877
rajat03,7602,32653,8,0.25,21,jump,rotate,400,256,1102.6,1130,1105,1894,850,2.2282,1.5550143108937747e-16,403,403,0,403,0.101553,0.005811,0.090763,0.063314,1.023024,0.055462,1.1189,0.0993,0.6696,0.5984,0.0887
wang3,26064,177168,8,0.0,17,drift,rotate,400,256,1792,1792,1792,3890,1445,2.692,2.487232839232237e-16,1,1,93,1,0.008364,0.004025,0.039882,0.028271,0.032108,0.021046,0.2097,0.2605,0.2411,1.1497,1.2421
wang3,26064,177168,8,0.0,18,drift,rotate,400,256,1764,1764,1764,3371,1212,2.7814,2.420388222758748e-16,1,1,83,1,0.008127,0.003794,0.0364,0.024806,0.030051,0.019061,0.2233,0.2704,0.2507,1.1228,1.2113
wang3,26064,177168,8,0.0,19,drift,rotate,400,256,1731,1731,1731,3212,1150,2.793,2.3083755709953547e-16,1,1,80,1,0.008093,0.003815,0.035318,0.023766,0.029158,0.018199,0.2291,0.2776,0.269,1.174,1.2113
wang3,26064,177168,8,0.0,20,drift,rotate,400,256,1773,1773,1773,3645,1305,2.7931,2.546692647386177e-16,1,1,44,1,0.007998,0.003614,0.037697,0.026058,0.031407,0.020347,0.2122,0.2547,0.2386,1.1244,1.2003
wang3,26064,177168,8,0.0,21,drift,rotate,400,256,1778,1778,1778,3888,1461,2.6612,2.4131063430977955e-16,1,1,93,1,0.008095,0.003711,0.038598,0.026817,0.032463,0.021333,0.2097,0.2494,0.2472,1.1789,1.189
wang3,26064,177168,8,0.002,17,drift,rotate,400,256,1792,1792,1792,3890,1445,2.692,2.7010504617955346e-16,402,139,37,139,0.128679,0.007458,0.059973,0.038679,0.206069,0.031089,2.1456,0.6244,1.9987,0.9315,0.291
wang3,26064,177168,8,0.002,18,drift,rotate,400,256,1758.2,1764,1763,3371,1212,2.7814,2.8195140795545606e-16,401,118,30,118,0.127118,0.00701,0.055428,0.034983,0.162693,0.029256,2.2934,0.7813,2.219,0.9675,0.3407
wang3,26064,177168,8,0.002,19,drift,rotate,400,256,1720.4,1731,1719,3212,1150,2.793,2.676112762686522e-16,397,78,21,78,0.122977,0.006363,0.050342,0.031272,0.103434,0.025786,2.4428,1.1889,2.5934,1.0616,0.4867
wang3,26064,177168,8,0.002,20,drift,rotate,400,256,1772.2,1773,1773,3645,1305,2.7931,2.4093641795714936e-16,402,149,42,149,0.128318,0.007221,0.058503,0.036951,0.208048,0.030641,2.1934,0.6168,2.0245,0.923,0.2812
wang3,26064,177168,8,0.002,21,drift,rotate,400,256,1771.3,1778,1761,3888,1461,2.6612,2.648339528291928e-16,400,137,36,137,0.127372,0.006966,0.057288,0.036226,0.18785,0.030289,2.2234,0.6781,2.1384,0.9618,0.305
wang3,26064,177168,8,0.01,17,drift,rotate,400,256,1789.2,1792,1785,3890,1445,2.692,2.523697664509116e-16,403,289,65,289,0.13232,0.008757,0.067444,0.041703,0.404547,0.034064,1.9619,0.3271,1.5285,0.7791,0.1667
wang3,26064,177168,8,0.01,18,drift,rotate,400,256,1761.6,1764,1761,3371,1212,2.7814,2.3299213775180255e-16,403,299,30,299,0.131896,0.008698,0.065117,0.039639,0.402969,0.033157,2.0255,0.3273,1.5507,0.7656,0.1616
wang3,26064,177168,8,0.01,19,drift,rotate,400,256,1730.3,1731,1711,3212,1150,2.793,2.565289830556922e-16,403,254,36,254,0.129528,0.007745,0.060136,0.036002,0.292759,0.030058,2.1539,0.4424,1.7599,0.8171,0.2054
wang3,26064,177168,8,0.01,20,drift,rotate,400,256,1765.4,1773,1756,3645,1305,2.7931,2.4093641795714936e-16,403,286,30,286,0.132027,0.008213,0.06413,0.038771,0.367244,0.032498,2.0587,0.3595,1.5947,0.7746,0.1746
wang3,26064,177168,8,0.01,21,drift,rotate,400,256,1770.8,1778,1772,3888,1461,2.6612,2.512498011566588e-16,403,301,71,301,0.131951,0.008588,0.068116,0.041814,0.426819,0.034922,1.9372,0.3091,1.4812,0.7646,0.1596
wang3,26064,177168,8,0.05,17,drift,rotate,400,256,1786.8,1792,1774,3890,1445,2.692,2.487232839232237e-16,403,403,158,403,0.133811,0.009906,0.078312,0.048256,0.685077,0.041726,1.7087,0.1953,1.1341,0.6637,0.1143
wang3,26064,177168,8,0.05,18,drift,rotate,400,256,1757.0,1764,1776,3371,1212,2.7814,1.458341343144479e-16,403,400,50,400,0.132762,0.009409,0.071302,0.042786,0.557804,0.035923,1.862,0.238,1.2469,0.6697,0.1278
wang3,26064,177168,8,0.05,19,drift,rotate,400,256,1759.5,1731,1768,3212,1150,2.793,2.7241305728803664e-16,403,398,146,398,0.132738,0.009599,0.074073,0.044258,0.578513,0.037651,1.792,0.2294,1.2178,0.6796,0.128
wang3,26064,177168,8,0.05,20,drift,rotate,400,256,1754.4,1773,1761,3645,1305,2.7931,2.730818996007785e-16,403,401,30,401,0.133683,0.009411,0.072547,0.043824,0.562908,0.036751,1.8427,0.2375,1.2334,0.6693,0.1289
wang3,26064,177168,8,0.05,21,drift,rotate,400,256,1765.4,1778,1770,3888,1461,2.6612,2.0156100199848866e-16,403,400,178,400,0.133289,0.009857,0.08015,0.04966,0.677513,0.04313,1.663,0.1967,1.1236,0.6756,0.1183
wang3,26064,177168,8,0.25,17,drift,rotate,400,256,1781.9,1792,1782,3890,1445,2.692,2.487232839232237e-16,403,403,234,403,0.134725,0.01015,0.085982,0.054445,0.734915,0.045577,1.5669,0.1833,0.9814,0.6263,0.117
wang3,26064,177168,8,0.25,18,drift,rotate,400,256,1763.3,1764,1777,3371,1212,2.7814,2.5712774326275573e-16,403,403,115,403,0.135263,0.009997,0.081252,0.051185,0.705019,0.0446,1.6647,0.1919,1.0529,0.6324,0.1152
wang3,26064,177168,8,0.25,19,drift,rotate,400,256,1767.1,1731,1776,3212,1150,2.793,2.269102285349506e-16,403,403,262,403,0.135667,0.010062,0.083226,0.052063,0.711645,0.043673,1.6301,0.1906,1.0416,0.639,0.1169
wang3,26064,177168,8,0.25,20,drift,rotate,400,256,1766.9,1773,1787,3645,1305,2.7931,2.4093641795714936e-16,403,403,75,403,0.13537,0.009966,0.08166,0.051889,0.692125,0.044237,1.6577,0.1956,1.0275,0.6198,0.118
wang3,26064,177168,8,0.25,21,drift,rotate,400,256,1755.3,1778,1772,3888,1461,2.6612,2.0596727536480783e-16,403,403,125,403,0.133871,0.009887,0.081848,0.051624,0.680407,0.043977,1.6356,0.1968,1.0391,0.6353,0.1203
wang3,26064,177168,8,0.0,17,jump,rotate,400,256,1792,1792,1792,3890,1445,2.692,2.487232839232237e-16,1,1,0,1,0.008225,0.003861,0.039561,0.027831,0.032132,0.021,0.2079,0.256,0.2345,1.128,1.2312
wang3,26064,177168,8,0.0,18,jump,rotate,400,256,1764,1764,1764,3371,1212,2.7814,2.420388222758748e-16,1,1,0,1,0.008154,0.003739,0.036318,0.024589,0.030075,0.018988,0.2245,0.2711,0.2531,1.1273,1.2076
wang3,26064,177168,8,0.0,19,jump,rotate,400,256,1731,1731,1731,3212,1150,2.793,2.3083755709953547e-16,1,1,0,1,0.008197,0.003797,0.036018,0.024182,0.029899,0.018635,0.2276,0.2742,0.26,1.1423,1.2047
wang3,26064,177168,8,0.0,20,jump,rotate,400,256,1773,1773,1773,3645,1305,2.7931,2.546692647386177e-16,1,1,0,1,0.008118,0.00377,0.037677,0.02607,0.031241,0.020206,0.2155,0.2599,0.2442,1.1336,1.206
wang3,26064,177168,8,0.0,21,jump,rotate,400,256,1778,1778,1778,3888,1461,2.6612,2.4131063430977955e-16,1,1,0,1,0.008246,0.003881,0.038288,0.02652,0.03221,0.021105,0.2154,0.256,0.245,1.1377,1.1887
wang3,26064,177168,8,0.002,17,jump,rotate,400,256,1766.2,1792,1745,3890,1445,2.692,2.487232839232237e-16,403,397,52,397,0.140539,0.009907,0.106396,0.072625,0.993777,0.056295,1.3209,0.1414,0.7818,0.5919,0.1071
wang3,26064,177168,8,0.002,18,jump,rotate,400,256,1752.5,1764,1744,3371,1212,2.7814,1.274157803287359e-16,403,397,47,397,0.140841,0.009767,0.10517,0.07109,0.947878,0.055248,1.3392,0.1486,0.784,0.5854,0.111
wang3,26064,177168,8,0.002,19,jump,rotate,400,256,1736.5,1731,1741,3212,1150,2.793,2.269102285349506e-16,403,401,38,401,0.139094,0.009619,0.104446,0.070728,0.977793,0.054932,1.3317,0.1423,0.7878,0.5916,0.1068
wang3,26064,177168,8,0.002,20,jump,rotate,400,256,1754.2,1773,1744,3645,1305,2.7931,2.4093641795714936e-16,403,401,43,401,0.139731,0.009864,0.106024,0.072185,1.002353,0.056284,1.3179,0.1394,0.7715,0.5854,0.1058
wang3,26064,177168,8,0.002,21,jump,rotate,400,256,1757.9,1778,1739,3888,1461,2.6612,2.0285991017222475e-16,403,392,32,392,0.140206,0.009813,0.105512,0.071791,0.989614,0.05631,1.3288,0.1417,0.7905,0.5949,0.1066
wang3,26064,177168,8,0.01,17,jump,rotate,400,256,1750.8,1792,1745,3890,1445,2.692,2.487232839232237e-16,403,403,96,403,0.140112,0.010126,0.123946,0.089674,1.303223,0.067256,1.1304,0.1075,0.6495,0.5746,0.0951
wang3,26064,177168,8,0.01,18,jump,rotate,400,256,1748.0,1764,1744,3371,1212,2.7814,1.274157803287359e-16,403,403,59,403,0.139821,0.010289,0.123803,0.089582,1.296684,0.067298,1.1294,0.1078,0.6466,0.5725,0.0955
wang3,26064,177168,8,0.01,19,jump,rotate,400,256,1742.2,1731,1745,3212,1150,2.793,2.269102285349506e-16,403,403,40,403,0.139931,0.009942,0.122916,0.088727,1.263696,0.066241,1.1384,0.1107,0.6532,0.5738,0.0973
wang3,26064,177168,8,0.01,20,jump,rotate,400,256,1746.3,1773,1731,3645,1305,2.7931,2.4093641795714936e-16,403,403,35,403,0.139506,0.01008,0.124037,0.090286,1.299592,0.067677,1.1247,0.1073,0.6473,0.5755,0.0954
wang3,26064,177168,8,0.01,21,jump,rotate,400,256,1741.7,1778,1739,3888,1461,2.6612,1.2775508798104886e-16,403,403,18,403,0.141684,0.010196,0.13156,0.096394,1.317079,0.070256,1.077,0.1076,0.6205,0.5761,0.0999
wang3,26064,177168,8,0.05,17,jump,rotate,400,256,1743.7,1792,1732,3890,1445,2.692,2.487232839232237e-16,403,403,25,403,0.139572,0.009986,0.13294,0.099951,1.443048,0.072965,1.0499,0.0967,0.5937,0.5655,0.0921
wang3,26064,177168,8,0.05,18,jump,rotate,400,256,1743.1,1764,1736,3371,1212,2.7814,1.274157803287359e-16,403,403,9,403,0.13956,0.010129,0.132274,0.099694,1.43052,0.072735,1.0551,0.0976,0.596,0.5648,0.0925
wang3,26064,177168,8,0.05,19,jump,rotate,400,256,1740.9,1731,1745,3212,1150,2.793,2.269102285349506e-16,403,403,2,403,0.139194,0.010074,0.13264,0.100247,1.435075,0.072441,1.0494,0.097,0.5947,0.5667,0.0924
wang3,26064,177168,8,0.05,20,jump,rotate,400,256,1741.2,1773,1732,3645,1305,2.7931,2.4093641795714936e-16,403,403,0,403,0.138609,0.010086,0.13252,0.100151,1.43833,0.072902,1.0459,0.0964,0.5926,0.5665,0.0921
wang3,26064,177168,8,0.05,21,jump,rotate,400,256,1738.7,1778,1726,3888,1461,2.6612,1.2775508798104886e-16,403,403,0,403,0.138253,0.00988,0.132355,0.099858,1.435714,0.072486,1.0446,0.0963,0.5925,0.5673,0.0922
wang3,26064,177168,8,0.25,17,jump,rotate,400,256,1740.9,1792,1744,3890,1445,2.692,2.487232839232237e-16,403,403,0,403,0.139856,0.01018,0.138897,0.10712,1.471093,0.07399,1.0069,0.0951,0.5688,0.5649,0.0944
wang3,26064,177168,8,0.25,18,jump,rotate,400,256,1740.6,1764,1740,3371,1212,2.7814,1.274157803287359e-16,403,403,0,403,0.146858,0.010758,0.153244,0.118214,1.501271,0.079371,0.9583,0.0978,0.5494,0.5733,0.1021
wang3,26064,177168,8,0.25,19,jump,rotate,400,256,1738.8,1731,1743,3212,1150,2.793,2.269102285349506e-16,403,403,0,403,0.150605,0.011017,0.159929,0.123467,1.512861,0.082075,0.9417,0.0995,0.5404,0.5738,0.1057
wang3,26064,177168,8,0.25,20,jump,rotate,400,256,1740.8,1773,1733,3645,1305,2.7931,2.4093641795714936e-16,403,403,0,403,0.141284,0.010137,0.142362,0.109623,1.47955,0.075394,0.9924,0.0955,0.5646,0.5689,0.0962
wang3,26064,177168,8,0.25,21,jump,rotate,400,256,1741.1,1778,1748,3888,1461,2.6612,1.2775508798104886e-16,403,403,0,403,0.140371,0.010217,0.139789,0.107577,1.474208,0.074368,1.0042,0.0952,0.5699,0.5676,0.0948
scircuit,170998,958936,8,0.0,17,drift,rotate,400,256,2342,2342,2342,3376,1855,1.8199,4.2843442093031307e-16,1,1,76,1,0.018315,0.009481,0.07061,0.050083,0.048589,0.030397,0.2594,0.3769,0.2912,1.1226,1.4532
scircuit,170998,958936,8,0.0,18,drift,rotate,400,256,1478,1478,1478,1869,774,2.4147,2.5198463996224793e-16,1,1,65,1,0.014711,0.006153,0.050559,0.030421,0.035228,0.017139,0.291,0.4176,0.3234,1.1116,1.4352
scircuit,170998,958936,8,0.0,19,drift,rotate,400,256,3140,3140,3140,6769,3169,2.136,1.577216667406184e-16,1,1,154,1,0.023512,0.014179,0.110822,0.088769,0.07709,0.057794,0.2122,0.305,0.2322,1.0947,1.4376
scircuit,170998,958936,8,0.0,20,drift,rotate,400,256,1401,1401,1401,1820,772,2.3575,2.5536077656556096e-16,1,1,46,1,0.014546,0.006094,0.051548,0.030537,0.036075,0.017691,0.2822,0.4032,0.3232,1.1453,1.4289
scircuit,170998,958936,8,0.0,21,drift,rotate,400,256,3278,3278,3278,5460,3198,1.7073,6.01427435628582e-16,1,1,101,1,0.02368,0.014707,0.087151,0.065742,0.064931,0.046188,0.2717,0.3647,0.3178,1.1697,1.3422
scircuit,170998,958936,8,0.002,17,drift,rotate,400,256,2549.4,2342,2507,3376,1855,1.8199,4.2843442093031307e-16,398,99,24,99,0.228949,0.012494,0.096041,0.064857,0.190863,0.039465,2.3839,1.1995,1.3807,0.5792,0.5032
scircuit,170998,958936,8,0.002,18,drift,rotate,400,256,1471.9,1478,1474,1869,774,2.4147,2.4997349521231137e-16,398,58,9,58,0.15757,0.00741,0.068646,0.040971,0.091951,0.025269,2.2954,1.7136,2.2709,0.9893,0.7465
scircuit,170998,958936,8,0.002,19,drift,rotate,400,256,2904.0,3140,2831,6769,3169,2.136,1.9976699495191734e-16,403,187,31,187,0.272885,0.015704,0.122634,0.084857,0.476379,0.054517,2.2252,0.5728,1.924,0.8646,0.2574
scircuit,170998,958936,8,0.002,20,drift,rotate,400,256,1417.0,1401,1426,1820,772,2.3575,2.1065173734983507e-16,396,62,11,62,0.152646,0.007271,0.068502,0.040545,0.094025,0.025667,2.2283,1.6235,2.2359,1.0034,0.7286
scircuit,170998,958936,8,0.002,21,drift,rotate,400,256,3186.9,3278,2613,5460,3198,1.7073,3.9480606191999803e-16,398,146,42,146,0.28471,0.017049,0.115121,0.079927,0.367493,0.054946,2.4731,0.7747,2.2591,0.9135,0.3133
scircuit,170998,958936,8,0.01,17,drift,rotate,400,256,2536.4,2342,2400,3376,1855,1.8199,4.2843442093031307e-16,403,260,43,260,0.232446,0.013448,0.111344,0.071904,0.468161,0.045048,2.0876,0.4965,1.6643,0.7972,0.2378
scircuit,170998,958936,8,0.01,18,drift,rotate,400,256,1450.2,1478,1454,1869,774,2.4147,2.7307996964648914e-16,403,161,17,161,0.158483,0.007702,0.074694,0.042552,0.181356,0.026469,2.1218,0.8739,1.7676,0.8331,0.4119
scircuit,170998,958936,8,0.01,19,drift,rotate,400,256,2982.5,3140,2914,6769,3169,2.136,2.3176568066012734e-16,403,337,79,337,0.282473,0.017341,0.138606,0.091362,0.84979,0.059807,2.038,0.3324,1.5377,0.7546,0.1631
scircuit,170998,958936,8,0.01,20,drift,rotate,400,256,1483.7,1401,1600,1820,772,2.3575,2.505021910716991e-16,403,197,27,197,0.162158,0.008309,0.080528,0.046676,0.241021,0.028439,2.0137,0.6728,1.6458,0.8173,0.3341
scircuit,170998,958936,8,0.01,21,drift,rotate,400,256,2934.7,3278,3144,5460,3198,1.7073,3.648268111842335e-16,403,311,62,311,0.268173,0.016256,0.122192,0.079216,0.673972,0.053619,2.1947,0.3979,1.6839,0.7673,0.1813
scircuit,170998,958936,8,0.05,17,drift,rotate,400,256,2984.5,2342,2704,3376,1855,1.8199,4.2843442093031307e-16,403,403,249,403,0.271088,0.017058,0.145545,0.094929,0.979683,0.060391,1.8626,0.2767,1.3116,0.7042,0.1486
scircuit,170998,958936,8,0.05,18,drift,rotate,400,256,1556.5,1478,1634,1869,774,2.4147,2.4997349521231137e-16,403,385,55,385,0.165658,0.009094,0.092741,0.050288,0.481314,0.030241,1.7862,0.3442,1.1992,0.6714,0.1927
scircuit,170998,958936,8,0.05,19,drift,rotate,400,256,2937.1,3140,3034,6769,3169,2.136,2.1524117249919231e-16,403,403,227,403,0.272819,0.017292,0.145175,0.09439,1.020667,0.060969,1.8792,0.2673,1.3161,0.7003,0.1422
scircuit,170998,958936,8,0.05,20,drift,rotate,400,256,1600.0,1401,1641,1820,772,2.3575,2.0309036064898926e-16,403,380,20,380,0.173463,0.009613,0.09592,0.054041,0.488327,0.032054,1.8084,0.3552,1.2244,0.677,0.1964
scircuit,170998,958936,8,0.05,21,drift,rotate,400,256,3184.7,3278,2805,5460,3198,1.7073,3.648268111842335e-16,403,403,220,403,0.283787,0.018547,0.152785,0.100382,1.042933,0.067021,1.8574,0.2721,1.2794,0.6888,0.1465
scircuit,170998,958936,8,0.25,17,drift,rotate,400,256,3349.8,2342,2837,3376,1855,1.8199,5.376366207778909e-16,403,403,1099,403,0.291947,0.019546,0.168966,0.108807,1.127955,0.071411,1.7278,0.2588,1.1699,0.6771,0.1498
scircuit,170998,958936,8,0.25,18,drift,rotate,400,256,1639.4,1478,1639,1869,774,2.4147,2.4997349521231137e-16,403,403,123,403,0.176928,0.009914,0.102839,0.058517,0.550634,0.033966,1.7204,0.3213,1.1381,0.6615,0.1868
scircuit,170998,958936,8,0.25,19,drift,rotate,400,256,3090.2,3140,2705,6769,3169,2.136,2.221364805737231e-16,403,403,513,403,0.269089,0.017662,0.15317,0.100229,1.010807,0.062553,1.7568,0.2662,1.1871,0.6757,0.1515
scircuit,170998,958936,8,0.25,20,drift,rotate,400,256,2079.0,1401,2711,1820,772,2.3575,2.1922516899903204e-16,403,403,401,403,0.194724,0.011873,0.113908,0.066009,0.632748,0.04091,1.7095,0.3077,1.1458,0.6703,0.18
scircuit,170998,958936,8,0.25,21,drift,rotate,400,256,3318.5,3278,3307,5460,3198,1.7073,3.648268111842335e-16,403,403,245,403,0.278878,0.018795,0.157698,0.10715,1.055279,0.068185,1.7684,0.2643,1.1794,0.6669,0.1494
scircuit,170998,958936,8,0.0,17,jump,rotate,400,256,2342,2342,2342,3376,1855,1.8199,4.2843442093031307e-16,1,1,0,1,0.017916,0.009087,0.07164,0.05073,0.049212,0.030929,0.2501,0.3641,0.2775,1.1098,1.4557
