rows_per_block,rows_merged,merge,matrix,rho,seed,motion,steps
4615,1707,2.7035735207967195,wang3,0.002,20,drift,400
4508,1809,2.4919845218352683,wang3,0.002,21,drift,400
5610,2239,2.5055828494863777,wang3,0.01,17,drift,400
5057,2038,2.4813542688910695,wang3,0.01,18,drift,400
4296,1594,2.695106649937265,wang3,0.01,19,drift,400
5574,2274,2.451187335092348,wang3,0.01,20,drift,400
5995,2621,2.2872949256009156,wang3,0.01,21,drift,400
6031,2605,2.315163147792706,wang3,0.05,17,drift,400
5900,2698,2.1868050407709414,wang3,0.05,18,drift,400
5795,2425,2.3896907216494845,wang3,0.05,19,drift,400
5744,2692,2.1337295690936107,wang3,0.05,20,drift,400
6879,3516,1.9564846416382253,wang3,0.05,21,drift,400
6142,2945,2.0855687606112054,wang3,0.25,17,drift,400
6500,3290,1.9756838905775076,wang3,0.25,18,drift,400
6101,2788,2.188307030129125,wang3,0.25,19,drift,400
6568,3240,2.0271604938271603,wang3,0.25,20,drift,400
5789,2642,2.1911430734292203,wang3,0.25,21,drift,400
3890,1445,2.6920415224913494,wang3,0.0,17,jump,400
3371,1212,2.7813531353135312,wang3,0.0,18,jump,400
3212,1150,2.7930434782608695,wang3,0.0,19,jump,400
3645,1305,2.793103448275862,wang3,0.0,20,jump,400
3888,1461,2.6611909650924024,wang3,0.0,21,jump,400
9564,7774,1.2302546951376383,wang3,0.002,17,jump,400
9616,7657,1.2558443254538332,wang3,0.002,18,jump,400
9591,7619,1.2588266176663605,wang3,0.002,19,jump,400
9609,7971,1.205494919081671,wang3,0.002,20,jump,400
9738,7780,1.2516709511568123,wang3,0.002,21,jump,400
10121,8572,1.1807046196920206,wang3,0.01,17,jump,400
10019,8621,1.162162162162162,wang3,0.01,18,jump,400
10054,8673,1.1592297936123601,wang3,0.01,19,jump,400
10403,8767,1.1866088741872933,wang3,0.01,20,jump,400
10192,8798,1.1584451011593544,wang3,0.01,21,jump,400
10266,8889,1.1549105636179549,wang3,0.05,17,jump,400
10131,8741,1.1590207070129275,wang3,0.05,18,jump,400
10198,8914,1.1440430783037918,wang3,0.05,19,jump,400
10101,8678,1.1639778750864254,wang3,0.05,20,jump,400
10055,8521,1.180025818565896,wang3,0.05,21,jump,400
10144,8752,1.1590493601462524,wang3,0.25,17,jump,400
10192,8657,1.1773131569827886,wang3,0.25,18,jump,400
10124,8605,1.1765252760023241,wang3,0.25,19,jump,400
9999,8652,1.1556865464632455,wang3,0.25,20,jump,400
10047,8545,1.1757753071971913,wang3,0.25,21,jump,400
3376,1855,1.819946091644205,scircuit,0.0,17,drift,400
1869,774,2.4147286821705425,scircuit,0.0,18,drift,400
6769,3169,2.1360050489113287,scircuit,0.0,19,drift,400
1820,772,2.3575129533678756,scircuit,0.0,20,drift,400
5460,3198,1.7073170731707317,scircuit,0.0,21,drift,400
4549,2633,1.7276870489935434,scircuit,0.002,17,drift,400
2112,880,2.4,scircuit,0.002,18,drift,400
6239,3338,1.8690832834032354,scircuit,0.002,19,drift,400
2288,973,2.3514902363823227,scircuit,0.002,20,drift,400
5357,3134,1.7093171665603064,scircuit,0.002,21,drift,400
4461,2254,1.979148181011535,scircuit,0.01,17,drift,400
2484,993,2.501510574018127,scircuit,0.01,18,drift,400
6555,3372,1.9439501779359432,scircuit,0.01,19,drift,400
2634,1067,2.4686035613870665,scircuit,0.01,20,drift,400
6174,3515,1.7564722617354196,scircuit,0.01,21,drift,400
5568,3085,1.8048622366288494,scircuit,0.05,17,drift,400
3553,1392,2.5524425287356323,scircuit,0.05,18,drift,400
6551,3385,1.9353028064992615,scircuit,0.05,19,drift,400
3204,1278,2.507042253521127,scircuit,0.05,20,drift,400
6990,4152,1.6835260115606936,scircuit,0.05,21,drift,400
7144,4158,1.7181337181337182,scircuit,0.25,17,drift,400
5929,3156,1.8786438529784537,scircuit,0.25,18,drift,400
5899,2849,2.0705510705510703,scircuit,0.25,19,drift,400
3982,1610,2.4732919254658383,scircuit,0.25,20,drift,400
7361,4035,1.8242874845105328,scircuit,0.25,21,drift,400
3376,1855,1.819946091644205,scircuit,0.0,17,jump,400
1869,774,2.4147286821705425,scircuit,0.0,18,jump,400
6769,3169,2.1360050489113287,scircuit,0.0,19,jump,400
1820,772,2.3575129533678756,scircuit,0.0,20,jump,400
5460,3198,1.7073170731707317,scircuit,0.0,21,jump,400
6992,6253,1.1181832720294258,scircuit,0.002,17,jump,400
6301,5681,1.1091357155430381,scircuit,0.002,18,jump,400
7957,7197,1.105599555370293,scircuit,0.002,19,jump,400
6594,5942,1.1097273645237293,scircuit,0.002,20,jump,400
7658,6926,1.1056887092116663,scircuit,0.002,21,jump,400
6986,6812,1.0255431591309454,scircuit,0.01,17,jump,400
6553,6422,1.0203986297103707,scircuit,0.01,18,jump,400
6877,6681,1.0293369256099387,scircuit,0.01,19,jump,400
7049,6920,1.0186416184971099,scircuit,0.01,20,jump,400
6790,6581,1.0317580914754596,scircuit,0.01,21,jump,400
6866,6715,1.0224869694713328,scircuit,0.05,17,jump,400
6793,6629,1.0247397797556193,scircuit,0.05,18,jump,400
6710,6587,1.0186731440716563,scircuit,0.05,19,jump,400
6778,6654,1.0186354072738202,scircuit,0.05,20,jump,400
6736,6571,1.0251103332826055,scircuit,0.05,21,jump,400
7085,6892,1.0280034822983168,scircuit,0.25,17,jump,400
7663,7472,1.0255620985010707,scircuit,0.25,18,jump,400
6721,6622,1.0149501661129567,scircuit,0.25,19,jump,400
6660,6535,1.0191277735271613,scircuit,0.25,20,jump,400
6644,6512,1.0202702702702702,scircuit,0.25,21,jump,400
3703,1518,2.4393939393939394,bcspwr09,0.0,17,drift,400
3668,1551,2.364925854287556,bcspwr09,0.0,18,drift,400
3317,1501,2.2098600932711525,bcspwr09,0.0,19,drift,400
3759,1539,2.442495126705653,bcspwr09,0.0,20,drift,400
3633,1535,2.3667752442996743,bcspwr09,0.0,21,drift,400
3799,1546,2.4573091849935316,bcspwr09,0.002,17,drift,400
3834,1566,2.4482758620689653,bcspwr09,0.002,18,drift,400
3550,1562,2.272727272727273,bcspwr09,0.002,19,drift,400
4007,1545,2.593527508090615,bcspwr09,0.002,20,drift,400
3679,1543,2.3843162670123137,bcspwr09,0.002,21,drift,400
3981,1571,2.534054742202419,bcspwr09,0.01,17,drift,400
3993,1594,2.505018820577164,bcspwr09,0.01,18,drift,400
3963,1594,2.486198243412798,bcspwr09,0.01,19,drift,400
4205,1620,2.595679012345679,bcspwr09,0.01,20,drift,400
4070,1608,2.531094527363184,bcspwr09,0.01,21,drift,400
3837,1561,2.4580397181294042,bcspwr09,0.05,17,drift,400
3920,1592,2.4623115577889445,bcspwr09,0.05,18,drift,400
4044,1565,2.5840255591054313,bcspwr09,0.05,19,drift,400
4156,1597,2.6023794614902944,bcspwr09,0.05,20,drift,400
4126,1605,2.5707165109034267,bcspwr09,0.05,21,drift,400
4045,1590,2.5440251572327046,bcspwr09,0.25,17,drift,400
4097,1578,2.596324461343473,bcspwr09,0.25,18,drift,400
3984,1577,2.526315789473684,bcspwr09,0.25,19,drift,400
3978,1562,2.5467349551856593,bcspwr09,0.25,20,drift,400
4022,1584,2.539141414141414,bcspwr09,0.25,21,drift,400
3703,1518,2.4393939393939394,bcspwr09,0.0,17,jump,400
3668,1551,2.364925854287556,bcspwr09,0.0,18,jump,400
3317,1501,2.2098600932711525,bcspwr09,0.0,19,jump,400
3759,1539,2.442495126705653,bcspwr09,0.0,20,jump,400
3633,1535,2.3667752442996743,bcspwr09,0.0,21,jump,400
4138,1654,2.501813784764208,bcspwr09,0.002,17,jump,400
4111,1650,2.4915151515151517,bcspwr09,0.002,18,jump,400
4395,1651,2.662023016353725,bcspwr09,0.002,19,jump,400
4061,1642,2.4732034104750307,bcspwr09,0.002,20,jump,400
4312,1667,2.5866826634673066,bcspwr09,0.002,21,jump,400
4080,1647,2.477231329690346,bcspwr09,0.01,17,jump,400
4112,1644,2.5012165450121655,bcspwr09,0.01,18,jump,400
4332,1676,2.58472553699284,bcspwr09,0.01,19,jump,400
4087,1619,2.5243977764051886,bcspwr09,0.01,20,jump,400
4254,1643,2.589166159464394,bcspwr09,0.01,21,jump,400
4024,1643,2.4491783323189287,bcspwr09,0.05,17,jump,400
4268,1663,2.566446181599519,bcspwr09,0.05,18,jump,400
4254,1649,2.5797453001819286,bcspwr09,0.05,19,jump,400
4067,1635,2.4874617737003057,bcspwr09,0.05,20,jump,400
4401,1658,2.6544028950542824,bcspwr09,0.05,21,jump,400
4483,1664,2.694110576923077,bcspwr09,0.25,17,jump,400
4086,1624,2.5160098522167487,bcspwr09,0.25,18,jump,400
3953,1623,2.4356130622304373,bcspwr09,0.25,19,jump,400
4199,1654,2.5386940749697704,bcspwr09,0.25,20,jump,400
4115,1643,2.5045648204503954,bcspwr09,0.25,21,jump,400
6298,3622,1.7388183324130315,bcspwr10,0.0,17,drift,400
6544,3653,1.7914043252121543,bcspwr10,0.0,18,drift,400
5871,3393,1.7303271441202475,bcspwr10,0.0,19,drift,400
5262,3187,1.6510825227486665,bcspwr10,0.0,20,drift,400
5602,3363,1.6657746060065417,bcspwr10,0.0,21,drift,400
6057,3565,1.6990182328190744,bcspwr10,0.002,17,drift,400
6700,3796,1.7650158061116965,bcspwr10,0.002,18,drift,400
6376,3627,1.7579266611524675,bcspwr10,0.002,19,drift,400
5601,3300,1.6972727272727273,bcspwr10,0.002,20,drift,400
5799,3525,1.6451063829787234,bcspwr10,0.002,21,drift,400
6380,3674,1.7365269461077844,bcspwr10,0.01,17,drift,400
6703,3754,1.7855620671283963,bcspwr10,0.01,18,drift,400
6236,3607,1.728860548932631,bcspwr10,0.01,19,drift,400
6114,3584,1.7059151785714286,bcspwr10,0.01,20,drift,400
5843,3481,1.6785406492387245,bcspwr10,0.01,21,drift,400
6553,3726,1.7587224906065486,bcspwr10,0.05,17,drift,400
6487,3740,1.7344919786096256,bcspwr10,0.05,18,drift,400
6736,3775,1.7843708609271522,bcspwr10,0.05,19,drift,400
6951,3843,1.8087431693989071,bcspwr10,0.05,20,drift,400
6278,3701,1.6962982977573628,bcspwr10,0.05,21,drift,400
6972,3830,1.8203655352480417,bcspwr10,0.25,17,drift,400
6967,3852,1.8086708203530633,bcspwr10,0.25,18,drift,400
7020,3959,1.7731750442030816,bcspwr10,0.25,19,drift,400
6787,3723,1.8229922105828633,bcspwr10,0.25,20,drift,400
6854,3821,1.7937712640669983,bcspwr10,0.25,21,drift,400
6298,3622,1.7388183324130315,bcspwr10,0.0,17,jump,400
6544,3653,1.7914043252121543,bcspwr10,0.0,18,jump,400
5871,3393,1.7303271441202475,bcspwr10,0.0,19,jump,400
5262,3187,1.6510825227486665,bcspwr10,0.0,20,jump,400
5602,3363,1.6657746060065417,bcspwr10,0.0,21,jump,400
6819,4022,1.6954251616111387,bcspwr10,0.002,17,jump,400
6918,4101,1.6869056327724945,bcspwr10,0.002,18,jump,400
6749,4007,1.6843024706763166,bcspwr10,0.002,19,jump,400
6692,4009,1.6692442005487653,bcspwr10,0.002,20,jump,400
6853,3987,1.7188362177075496,bcspwr10,0.002,21,jump,400
6849,4071,1.6823876197494474,bcspwr10,0.01,17,jump,400
7146,4096,1.74462890625,bcspwr10,0.01,18,jump,400
6797,4043,1.6811773435567647,bcspwr10,0.01,19,jump,400
6587,3963,1.6621246530406257,bcspwr10,0.01,20,jump,400
6940,4069,1.7055787662816417,bcspwr10,0.01,21,jump,400
7064,4113,1.7174811573061026,bcspwr10,0.05,17,jump,400
6684,4011,1.6664173522812267,bcspwr10,0.05,18,jump,400
7080,4143,1.7089065894279507,bcspwr10,0.05,19,jump,400
6847,4080,1.678186274509804,bcspwr10,0.05,20,jump,400
6848,4004,1.7102897102897103,bcspwr10,0.05,21,jump,400
6942,4084,1.6998041136141038,bcspwr10,0.25,17,jump,400
7277,4216,1.7260436432637571,bcspwr10,0.25,18,jump,400
6881,4090,1.6823960880195599,bcspwr10,0.25,19,jump,400
6872,4005,1.7158551810237204,bcspwr10,0.25,20,jump,400
7025,4104,1.7117446393762183,bcspwr10,0.25,21,jump,400
